Date,Open,High,Low,Close,Adj Close,Volume
2018-04-23,41.707500,41.730000,41.022499,41.310001,39.119549,146062000
2018-04-24,41.417500,41.582500,40.305000,40.735001,38.575027,134768000
2018-04-25,40.654999,41.355000,40.602501,40.912498,38.743118,113528400
2018-04-26,41.029999,41.432499,40.842499,41.055000,38.878067,111852000
2018-04-27,41.000000,41.082500,40.157501,40.580002,38.428257,142623200
2018-04-30,40.532501,41.814999,40.459999,41.314999,39.124275,169709600
2018-05-01,41.602501,42.299999,41.317501,42.275002,40.033371,214277600
2018-05-02,43.807499,44.437500,43.450001,44.142502,41.801849,266157600
2018-05-03,43.970001,44.375000,43.610001,44.222500,41.877602,136272800
2018-05-04,44.562500,46.062500,44.542500,45.957500,43.520607,224805200
2018-05-07,46.294998,46.917500,46.187500,46.290001,43.835476,169805600
2018-05-08,46.247501,46.555000,45.917500,46.512501,44.046181,113611200
2018-05-09,46.637501,46.849998,46.305000,46.840000,44.356323,92844800
2018-05-10,46.935001,47.592499,46.912498,47.509998,44.990791,111957200
2018-05-11,47.372501,47.514999,46.862499,47.147499,44.819683,104848800
2018-05-14,47.252499,47.382500,46.965000,47.037498,44.715103,83115200
2018-05-15,46.695000,46.767502,46.275002,46.610001,44.308712,94780800
2018-05-16,46.517502,47.115002,46.500000,47.044998,44.722237,76732400
2018-05-17,47.000000,47.227501,46.590000,46.747501,44.439419,69176000
2018-05-18,46.797501,46.952499,46.532501,46.577499,44.277813,73190800
2018-05-21,47.000000,47.317501,46.727501,46.907501,44.591518,73603200
2018-05-22,47.095001,47.220001,46.695000,46.790001,44.479836,60962800
2018-05-23,46.587502,47.125000,46.439999,47.090000,44.765015,80233600
2018-05-24,47.192501,47.209999,46.552502,47.037498,44.715103,92936000
2018-05-25,47.057499,47.412498,46.912498,47.145000,44.817299,69844000
2018-05-29,46.900002,47.187500,46.717499,46.974998,44.655701,90056400
2018-05-30,46.930000,47.000000,46.695000,46.875000,44.560627,74762000
2018-05-31,46.805000,47.057499,46.535000,46.717499,44.410904,109931200
2018-06-01,46.997501,47.564999,46.937500,47.560001,45.211803,93770000
2018-06-04,47.910000,48.355000,47.837502,47.957500,45.589684,105064800
2018-06-05,48.267502,48.485001,48.090000,48.327499,45.941418,86264000
2018-06-06,48.407501,48.520000,47.980000,48.494999,46.100643,83734400
2018-06-07,48.535000,48.549999,48.084999,48.365002,45.977062,85388800
2018-06-08,47.792500,48.000000,47.442501,47.924999,45.558788,106627200
2018-06-11,47.837502,47.992500,47.552502,47.807499,45.447083,73234000
2018-06-12,47.847500,48.152500,47.787498,48.070000,45.696636,67644400
2018-06-13,48.105000,48.220001,47.610001,47.674999,45.321129,86553600
2018-06-14,47.887501,47.892502,47.555000,47.700001,45.344894,86440400
2018-06-15,47.507500,47.540001,47.064999,47.209999,44.879097,246876800
2018-06-18,46.970001,47.305000,46.799999,47.185001,44.855324,73939600
2018-06-19,46.285000,46.582500,45.862499,46.422501,44.130478,134314000
2018-06-20,46.587502,46.799999,46.432499,46.625000,44.322964,82514800
2018-06-21,46.812500,47.087502,46.235001,46.365002,44.075809,102847600
2018-06-22,46.529999,46.537498,46.174999,46.230000,43.947464,108801600
2018-06-25,45.849998,46.230000,45.182499,45.542500,43.293911,126652400
2018-06-26,45.747501,46.632500,45.634998,46.107498,43.831020,98276800
2018-06-27,46.307499,46.820000,46.007500,46.040001,43.766857,101141200
2018-06-28,46.025002,46.552502,45.950001,46.375000,44.085316,69460800
2018-06-29,46.572498,46.797501,45.727501,46.277500,43.992622,90950800
2018-07-02,45.955002,46.825001,45.855000,46.794998,44.484592,70925200
2018-07-03,46.947498,46.987499,45.884998,45.980000,43.709808,55819200
2018-07-05,46.314999,46.602501,46.070000,46.349998,44.061546,66416800
2018-07-06,46.355000,47.107498,46.299999,46.992500,44.672329,69940800
2018-07-09,47.375000,47.669998,47.325001,47.645000,45.292622,79026400
2018-07-10,47.677502,47.820000,47.544998,47.587502,45.237953,63756400
2018-07-11,47.125000,47.445000,46.902500,46.970001,44.650951,75326000
2018-07-12,47.382500,47.852501,47.327499,47.757500,45.399551,72164400
2018-07-13,47.770000,47.959999,47.724998,47.832500,45.470848,50055600
2018-07-16,47.880001,48.162498,47.605000,47.727501,45.371044,60172400
2018-07-17,47.437500,47.967499,47.299999,47.862499,45.499374,62138000
2018-07-18,47.945000,47.950001,47.482498,47.599998,45.249825,65573600
2018-07-19,47.422501,48.137501,47.422501,47.970001,45.601570,81147200
2018-07-20,47.945000,48.107498,47.542500,47.860001,45.496994,82704800
2018-07-23,47.669998,47.990002,47.389999,47.902500,45.537403,63957600
2018-07-24,48.112499,48.415001,48.012501,48.250000,45.867741,74791600
2018-07-25,48.264999,48.712502,48.107498,48.705002,46.300278,66839600
2018-07-26,48.652500,48.990002,48.402500,48.552502,46.155315,76304000
2018-07-27,48.747501,48.797501,47.525002,47.744999,45.387676,96096000
2018-07-30,47.974998,48.049999,47.267502,47.477501,45.133373,84118000
2018-07-31,47.575001,48.035000,47.334999,47.572498,45.223698,157492000
2018-08-01,49.782501,50.439999,49.327499,50.375000,47.887810,271742800
2018-08-02,50.145000,52.095001,50.087502,51.847500,49.287621,249616000
2018-08-03,51.757500,52.185001,51.369999,51.997501,49.430225,133789600
2018-08-06,52.000000,52.312500,51.767502,52.267502,49.686893,101701600
2018-08-07,52.330002,52.375000,51.689999,51.777500,49.221077,102349600
2018-08-08,51.512501,51.952499,51.130001,51.812500,49.254345,90102000
2018-08-09,52.382500,52.445000,51.799999,52.220001,49.641727,93970400
2018-08-10,51.840000,52.275002,51.667500,51.882500,49.493866,98444800
2018-08-13,52.327499,52.737499,51.924999,52.217499,49.813431,103563600
2018-08-14,52.540001,52.639999,52.064999,52.437500,50.023319,82992000
2018-08-15,52.305000,52.685001,52.082500,52.560001,50.140179,115230400
2018-08-16,52.937500,53.452499,52.867500,53.330002,50.874729,114001600
2018-08-17,53.360001,54.487499,53.290001,54.395000,51.890697,141708000
2018-08-20,54.525002,54.794998,53.777500,53.865002,51.385090,121150800
2018-08-21,54.200001,54.297501,53.507500,53.759998,51.284927,104639200
2018-08-22,53.525002,54.090000,53.459999,53.762501,51.287308,76072400
2018-08-23,53.662498,54.262501,53.650002,53.872501,51.392242,75532800
2018-08-24,54.150002,54.224998,53.777500,54.040001,51.552048,73905600
2018-08-27,54.287498,54.685001,54.082500,54.485001,51.976551,82100400
2018-08-28,54.752499,55.134998,54.730000,54.924999,52.396297,91107200
2018-08-29,55.037498,55.872501,54.852501,55.744999,53.178539,109019200
2018-08-30,55.812500,57.064999,55.599998,56.257500,53.667446,195175200
2018-08-31,56.627499,57.217499,56.500000,56.907501,54.287525,173360400
2018-09-04,57.102501,57.294998,56.657501,57.090000,54.461628,109560400
2018-09-05,57.247501,57.417500,56.275002,56.717499,54.106262,133332000
2018-09-06,56.557499,56.837502,55.325001,55.775002,53.207157,137160000
2018-09-07,55.462502,56.342499,55.177502,55.325001,52.777878,150479200
2018-09-10,55.237499,55.462502,54.117500,54.582500,52.069561,158066000
2018-09-11,54.502499,56.075001,54.139999,55.962502,53.386028,142996000
2018-09-12,56.235001,56.250000,54.959999,55.267502,52.723026,197114800
2018-09-13,55.880001,57.087502,55.642502,56.602501,53.996559,166825600
2018-09-14,56.437500,56.709999,55.630001,55.959999,53.383644,127997200
2018-09-17,55.537498,55.737499,54.317501,54.470001,51.962242,148780400
2018-09-18,54.447498,55.462502,54.279999,54.560001,52.048100,126286800
2018-09-19,54.625000,54.904999,53.825001,54.592499,52.079098,108495200
2018-09-20,55.060001,55.570000,54.787498,55.007500,52.474998,106435200
2018-09-21,55.195000,55.340000,54.322498,54.415001,51.909775,384986800
2018-09-24,54.205002,55.314999,54.157501,55.197498,52.656242,110773600
2018-09-25,54.937500,55.705002,54.924999,55.547501,52.990128,98217600
2018-09-26,55.250000,55.937500,54.939999,55.105000,52.568012,95938800
2018-09-27,55.955002,56.610001,55.884998,56.237499,53.648361,120724800
2018-09-28,56.197498,56.459999,56.005001,56.435001,53.836769,91717600
2018-10-01,56.987499,57.355000,56.587502,56.814999,54.199276,94403200
2018-10-02,56.812500,57.500000,56.657501,57.320000,54.681030,99152800
2018-10-03,57.512501,58.367500,57.445000,58.017502,55.346416,114619200
2018-10-04,57.695000,58.087502,56.682499,56.997501,54.373383,128168000
2018-10-05,56.990002,57.102501,55.145000,56.072498,53.490963,134322000
2018-10-08,55.552502,56.200001,55.049999,55.942501,53.366951,118655600
2018-10-09,55.910000,56.817501,55.562500,56.717499,54.106262,107564000
2018-10-10,56.365002,56.587502,54.012501,54.090000,51.599720,167962400
2018-10-11,53.630001,54.875000,53.080002,53.612499,51.144222,212497600
2018-10-12,55.105000,55.720001,54.209999,55.527500,52.971046,161351600
2018-10-15,55.290001,55.457500,54.317501,54.340000,51.838226,123164000
2018-10-16,54.732498,55.747501,54.189999,55.537498,52.980595,116736000
2018-10-17,55.575001,55.660000,54.834999,55.297501,52.751644,91541600
2018-10-18,54.465000,54.935001,53.250000,54.005001,51.518658,130325200
2018-10-19,54.514999,55.314999,54.357498,54.827499,52.303280,132314800
2018-10-22,54.947498,55.840000,54.735001,55.162498,52.622856,115168400
2018-10-23,53.957500,55.812500,53.674999,55.682499,53.118916,155071200
2018-10-24,55.650002,56.057499,53.634998,53.772499,51.296852,163702000
2018-10-25,54.427502,55.345001,54.187500,54.950001,52.420132,119423200
2018-10-26,53.974998,55.047501,53.167500,54.075001,51.585426,189033600
2018-10-29,54.797501,54.922501,51.522499,53.060001,50.617157,183742000
2018-10-30,52.787498,53.794998,52.317501,53.325001,50.869965,146640000
2018-10-31,54.220001,55.112499,54.154999,54.715000,52.195961,153435600
2018-11-01,54.762501,55.590000,54.202499,55.555000,52.997295,233292800
2018-11-02,52.387501,53.412498,51.357498,51.869999,49.481934,365314800
2018-11-05,51.075001,51.097500,49.542500,50.397499,48.077232,264654800
2018-11-06,50.480000,51.180000,50.422501,50.942501,48.597145,127531600
2018-11-07,51.492500,52.514999,51.032501,52.487499,50.071011,133697600
2018-11-08,52.494999,52.529999,51.687500,52.122501,49.896317,101450400
2018-11-09,51.387501,51.502499,50.562500,51.117500,48.934231,137463200
2018-11-12,49.750000,49.962502,48.447498,48.542500,46.469212,204542000
2018-11-13,47.907501,49.294998,47.862499,48.057499,46.004925,187531600
2018-11-14,48.474998,48.619999,46.482498,46.700001,44.705410,243204000
2018-11-15,47.097500,47.992500,46.724998,47.852501,45.808685,185915200
2018-11-16,47.625000,48.742500,47.365002,48.382500,46.316048,147713200
2018-11-19,47.500000,47.674999,46.247501,46.465000,44.480438,167701200
2018-11-20,44.592499,45.367500,43.877499,44.244999,42.355259,271300800
2018-11-21,44.932499,45.067501,44.137501,44.195000,42.307400,124496800
2018-11-23,43.735001,44.150002,43.025002,43.072498,41.232849,94496000
2018-11-26,43.560001,43.737499,42.564999,43.654999,41.790459,179994000
2018-11-27,42.877499,43.692501,42.720001,43.560001,41.699524,165549600
2018-11-28,44.182499,45.322498,43.732498,45.235001,43.302975,184250000
2018-11-29,45.665001,45.700001,44.424999,44.887501,42.970322,167080000
2018-11-30,45.072498,45.082500,44.257500,44.645000,42.738174,158126000
2018-12-03,46.115002,46.235001,45.302502,46.205002,44.231548,163210000
2018-12-04,45.237499,45.597500,44.067501,44.172501,42.285866,165377200
2018-12-06,42.939999,43.695000,42.605000,43.680000,41.814400,172393600
2018-12-07,43.372501,43.622501,42.075001,42.122501,40.323425,169126400
2018-12-10,41.250000,42.522499,40.832500,42.400002,40.589054,248104000
2018-12-11,42.915001,42.947498,41.750000,42.157501,40.356922,189126800
2018-12-12,42.599998,42.980000,42.255001,42.275002,40.469402,142510800
2018-12-13,42.622501,43.142502,42.387501,42.737499,40.912148,127594400
2018-12-14,42.250000,42.270000,41.320000,41.369999,39.603050,162814800
2018-12-17,41.362499,42.087502,40.682499,40.985001,39.234497,177151600
2018-12-18,41.345001,41.882500,41.097500,41.517502,39.744267,135366000
2018-12-19,41.500000,41.862499,39.772499,40.222500,38.504566,196189200
2018-12-20,40.099998,40.527500,38.825001,39.207500,37.532917,259092000
2018-12-21,39.215000,39.540001,37.407501,37.682499,36.073051,382978400
2018-12-24,37.037498,37.887501,36.647499,36.707500,35.139702,148676800
2018-12-26,37.075001,39.307499,36.680000,39.292500,37.614288,234330000
2018-12-27,38.959999,39.192501,37.517502,39.037498,37.370178,212468400
2018-12-28,39.375000,39.630001,38.637501,39.057499,37.389324,169165600
2018-12-31,39.632500,39.840000,39.119999,39.435001,37.750698,140014000
2019-01-02,38.722500,39.712502,38.557499,39.480000,37.793777,148158800
2019-01-03,35.994999,36.430000,35.500000,35.547501,34.029236,365248800
2019-01-04,36.132500,37.137501,35.950001,37.064999,35.481926,234428400
2019-01-07,37.174999,37.207500,36.474998,36.982498,35.402954,219111200
2019-01-08,37.389999,37.955002,37.130001,37.687500,36.077839,164101200
2019-01-09,37.822498,38.632500,37.407501,38.327499,36.690498,180396400
2019-01-10,38.125000,38.492500,37.715000,38.450001,36.807774,143122800
2019-01-11,38.220001,38.424999,37.877499,38.072498,36.446396,108092800
2019-01-14,37.712502,37.817501,37.305000,37.500000,35.898346,129756800
2019-01-15,37.567501,38.347500,37.512501,38.267502,36.633076,114843600
2019-01-16,38.270000,38.970001,38.250000,38.735001,37.080593,122278800
2019-01-17,38.549999,39.415001,38.314999,38.965000,37.300777,119284800
2019-01-18,39.375000,39.470001,38.994999,39.205002,37.530533,135004000
2019-01-22,39.102501,39.182499,38.154999,38.325001,36.688103,121576000
2019-01-23,38.537498,38.785000,37.924999,38.480000,36.836491,92522400
2019-01-24,38.527500,38.619999,37.935001,38.174999,36.544525,101766000
2019-01-25,38.869999,39.532501,38.580002,39.439999,37.755486,134142000
2019-01-28,38.947498,39.082500,38.415001,39.075001,37.406075,104768400
2019-01-29,39.062500,39.532501,38.527500,38.669998,37.018364,166348800
2019-01-30,40.812500,41.537498,40.057499,41.312500,39.548004,244439200
2019-01-31,41.527500,42.250000,41.139999,41.610001,39.832817,162958400
2019-02-01,41.740002,42.244999,41.482498,41.630001,39.851948,130672400
2019-02-04,41.852501,42.915001,41.820000,42.812500,40.983948,125982000
2019-02-05,43.215000,43.770000,43.087502,43.544998,41.685165,144406400
2019-02-06,43.662498,43.892502,43.212502,43.560001,41.699524,112958400
2019-02-07,43.099998,43.485001,42.584999,42.735001,40.909760,126966800
2019-02-08,42.247501,42.665001,42.105000,42.602501,40.957829,95280000
2019-02-11,42.762501,42.802502,42.312500,42.357498,40.722282,83973600
2019-02-12,42.525002,42.750000,42.424999,42.722500,41.073193,89134000
2019-02-13,42.847500,43.119999,42.480000,42.544998,40.902542,89960800
2019-02-14,42.427502,42.814999,42.345001,42.700001,41.051563,87342800
2019-02-15,42.812500,42.924999,42.437500,42.605000,40.960220,98507200
2019-02-19,42.427502,42.860001,42.372501,42.732498,41.082806,75891200
2019-02-20,42.797501,43.330002,42.747501,43.007500,41.347191,104457600
2019-02-21,42.950001,43.092499,42.575001,42.764999,41.114037,68998800
2019-02-22,42.895000,43.250000,42.845001,43.242500,41.573105,75652800
2019-02-25,43.540001,43.967499,43.487499,43.557499,41.875954,87493600
2019-02-26,43.427502,43.825001,43.292500,43.582500,41.899994,68280800
2019-02-27,43.302502,43.750000,43.182499,43.717499,42.029778,111341600
2019-02-28,43.580002,43.727501,43.230000,43.287498,41.616383,112861600
2019-03-01,43.570000,43.787498,43.222500,43.742500,42.053822,103544800
2019-03-04,43.922501,44.437500,43.492500,43.962502,42.265308,109744800
2019-03-05,43.985001,44.000000,43.634998,43.882500,42.188419,78949600
2019-03-06,43.667500,43.872501,43.485001,43.630001,41.945663,83241600
2019-03-07,43.467499,43.610001,43.005001,43.125000,41.460155,99185600
2019-03-08,42.580002,43.267502,42.375000,43.227501,41.558697,95997600
2019-03-11,43.872501,44.779999,43.837502,44.724998,42.998379,128044000
2019-03-12,45.000000,45.667500,44.842499,45.227501,43.481483,129870400
2019-03-13,45.562500,45.825001,45.230000,45.427502,43.673767,124130000
2019-03-14,45.974998,46.025002,45.639999,45.932499,44.159275,94318000
2019-03-15,46.212502,46.832500,45.935001,46.529999,44.733704,156171600
2019-03-18,46.450001,47.097500,46.447498,47.005001,45.190365,104879200
2019-03-19,47.087502,47.247501,46.480000,46.632500,44.832249,126585600
2019-03-20,46.557499,47.372501,46.182499,47.040001,45.224010,124140800
2019-03-21,47.505001,49.082500,47.452499,48.772499,46.889629,204136800
2019-03-22,48.834999,49.422501,47.695000,47.762501,45.918625,169630800
2019-03-25,47.877499,47.994999,46.650002,47.185001,45.363419,175381200
2019-03-26,47.915001,48.220001,46.145000,46.697498,44.894741,199202000
2019-03-27,47.187500,47.439999,46.637501,47.117500,45.298527,119393600
2019-03-28,47.237499,47.389999,46.882500,47.180000,45.358608,83121600
2019-03-29,47.457500,47.520000,47.134998,47.487499,45.654243,94256000
2019-04-01,47.910000,47.919998,47.095001,47.810001,45.964291,111448000
2019-04-02,47.772499,48.615002,47.762501,48.505001,46.632458,91062800
2019-04-03,48.312500,49.125000,48.287498,48.837502,46.952122,93087200
2019-04-04,48.697498,49.092499,48.285000,48.922501,47.033840,76457200
2019-04-05,49.112499,49.275002,48.982498,49.250000,47.348698,74106400
2019-04-08,49.105000,50.057499,49.084999,50.025002,48.093781,103526800
2019-04-09,50.080002,50.712502,49.807499,49.875000,47.949562,143072800
2019-04-10,49.669998,50.185001,49.544998,50.154999,48.218769,86781200
2019-04-11,50.212502,50.250000,49.610001,49.737499,47.817375,83603200
2019-04-12,49.799999,50.035000,49.052502,49.717499,47.798153,111042800
2019-04-15,49.645000,49.962502,49.502499,49.807499,47.884674,70146400
2019-04-16,49.865002,50.342499,49.639999,49.812500,47.889484,102785600
2019-04-17,49.884998,50.845001,49.652500,50.782501,48.822033,115627200
2019-04-18,50.779999,51.037498,50.630001,50.965000,48.997486,96783200
2019-04-22,50.707500,51.235001,50.584999,51.132500,49.158524,77758000
2019-04-23,51.107498,51.937500,50.974998,51.869999,49.867554,93292000
2019-04-24,51.840000,52.119999,51.762501,51.790001,49.790646,70162400
2019-04-25,51.707500,51.939999,51.279999,51.320000,49.338783,74172800
2019-04-26,51.224998,51.250000,50.529999,51.075001,49.103249,74596400
2019-04-29,51.099998,51.492500,50.965000,51.152500,49.177746,88818800
2019-04-30,50.764999,50.849998,49.777500,50.167500,48.230774,186139600
2019-05-01,52.470001,53.827499,52.307499,52.630001,50.598209,259309200
2019-05-02,52.459999,53.162498,52.032501,52.287498,50.268940,127985200
2019-05-03,52.722500,52.959999,52.557499,52.937500,50.893848,83569600
2019-05-06,51.072498,52.209999,50.875000,52.119999,50.107906,129772400
2019-05-07,51.470001,51.855000,50.207500,50.715000,48.757137,155054800
2019-05-08,50.474998,51.334999,50.437500,50.724998,48.766754,105358000
2019-05-09,50.099998,50.419998,49.165001,50.180000,48.242794,139634400
2019-05-10,49.355000,49.712502,48.192501,49.294998,47.574463,164834800
2019-05-13,46.927502,47.369999,45.712502,46.430000,44.809464,229722400
2019-05-14,46.602501,47.424999,46.352501,47.165001,45.518810,146118800
2019-05-15,46.567501,47.937500,46.505001,47.730000,46.064083,106178800
2019-05-16,47.477501,48.117500,47.209999,47.520000,45.861420,132125600
2019-05-17,46.732498,47.724998,46.689999,47.250000,45.600838,131516400
2019-05-20,45.880001,46.087502,45.070000,45.772499,44.174911,154449200
2019-05-21,46.305000,47.000000,46.174999,46.650002,45.021786,113459200
2019-05-22,46.165001,46.427502,45.637501,45.695000,44.100113,118994400
2019-05-23,44.950001,45.134998,44.452499,44.915001,43.347343,146118800
2019-05-24,45.049999,45.535000,44.654999,44.742500,43.180859,94858800
2019-05-28,44.730000,45.147499,44.477501,44.557499,43.002319,111792800
2019-05-29,44.105000,44.837502,44.000000,44.345001,42.797237,113924800
2019-05-30,44.487499,44.807499,44.167500,44.575001,43.019211,84873600
2019-05-31,44.057499,44.497501,43.747501,43.767502,42.239895,108174400
2019-06-03,43.900002,44.480000,42.567501,43.325001,41.812840,161584400
2019-06-04,43.860001,44.957500,43.630001,44.910000,43.342522,123872000
2019-06-05,46.070000,46.247501,45.285000,45.634998,44.042202,119093600
2019-06-06,45.770000,46.367500,45.537498,46.305000,44.688820,90105200
2019-06-07,46.627499,47.980000,46.442501,47.537498,45.878307,122737600
2019-06-10,47.952499,48.842499,47.904999,48.145000,46.464607,104883600
2019-06-11,48.715000,49.000000,48.400002,48.702499,47.002651,107731600
2019-06-12,48.487499,48.992500,48.347500,48.547501,46.853050,73012800
2019-06-13,48.674999,49.197498,48.400002,48.537498,46.843410,86698400
2019-06-14,47.887501,48.397499,47.575001,48.185001,46.503212,75046000
2019-06-17,48.224998,48.740002,48.042500,48.472500,46.780682,58676400
2019-06-18,49.012501,50.072498,48.802502,49.612499,47.880878,106204000
2019-06-19,49.919998,49.970001,49.327499,49.467499,47.740940,84496800
2019-06-20,50.092499,50.152500,49.507500,49.865002,48.124577,86056000
2019-06-21,49.700001,50.212502,49.537498,49.695000,47.960499,191202400
2019-06-24,49.634998,50.040001,49.542500,49.645000,47.912251,72881600
2019-06-25,49.607498,49.814999,48.822498,48.892502,47.186016,84281200
2019-06-26,49.442501,50.247501,49.337502,49.950001,48.206604,104270000
2019-06-27,50.072498,50.392502,49.892502,49.935001,48.192120,83598800
2019-06-28,49.669998,49.875000,49.262501,49.480000,47.753010,124442400
2019-07-01,50.792500,51.122501,50.162498,50.387501,48.628838,109012000
2019-07-02,50.352501,50.782501,50.340000,50.682499,48.913536,67740800
2019-07-03,50.820000,51.110001,50.672501,51.102501,49.318886,45448000
2019-07-05,50.837502,51.270000,50.724998,51.057499,49.275448,69062000
2019-07-08,50.202499,50.349998,49.602501,50.005001,48.259689,101354400
2019-07-09,49.799999,50.377499,49.702499,50.310001,48.554035,82312000
2019-07-10,50.462502,50.932499,50.389999,50.807499,49.034176,71588400
2019-07-11,50.827499,51.097500,50.427502,50.437500,48.677086,80767200
2019-07-12,50.612499,51.000000,50.549999,50.825001,49.051075,70380800
2019-07-15,51.022499,51.467499,51.000000,51.302502,49.511898,67789600
2019-07-16,51.147499,51.527500,50.875000,51.125000,49.340595,67467200
2019-07-17,51.012501,51.272499,50.817501,50.837502,49.063133,56430000
2019-07-18,51.000000,51.470001,50.924999,51.415001,49.620472,74162400
2019-07-19,51.447498,51.625000,50.590000,50.647499,48.879757,83717200
2019-07-22,50.912498,51.807499,50.902500,51.805000,49.996861,89111600
2019-07-23,52.115002,52.227501,51.822498,52.209999,50.387718,73420800
2019-07-24,51.917500,52.287498,51.792500,52.167500,50.346714,59966400
2019-07-25,52.222500,52.310001,51.682499,51.755001,49.948605,55638400
2019-07-26,51.869999,52.432499,51.785000,51.935001,50.122330,70475600
2019-07-29,52.115002,52.660000,52.110001,52.419998,50.590393,86693600
2019-07-30,52.189999,52.540001,51.827499,52.195000,50.373238,135742800
2019-07-31,54.105000,55.342499,52.825001,53.259998,51.401073,277125600
2019-08-01,53.474998,54.507500,51.685001,52.107498,50.288792,216071600
2019-08-02,51.382500,51.607498,50.407501,51.005001,49.224777,163448400
2019-08-05,49.497501,49.662498,48.145000,48.334999,46.647964,209572000
2019-08-06,49.077499,49.517502,48.509998,49.250000,47.531033,143299200
2019-08-07,48.852501,49.889999,48.455002,49.759998,48.023251,133457600
2019-08-08,50.049999,50.882500,49.847500,50.857498,49.082424,108038000
2019-08-09,50.325001,50.689999,49.822498,50.247501,48.677971,98478800
2019-08-12,49.904999,50.512501,49.787498,50.119999,48.554459,89927600
2019-08-13,50.255001,53.035000,50.119999,52.242500,50.610657,188874000
2019-08-14,50.790001,51.610001,50.647499,50.687500,49.104229,146189600
2019-08-15,50.865002,51.285000,49.917500,50.435001,48.859615,108909600
2019-08-16,51.070000,51.790001,50.959999,51.625000,50.012447,110481600
2019-08-19,52.654999,53.182499,52.507500,52.587502,50.944878,97654400
2019-08-20,52.720001,53.337502,52.580002,52.590000,50.947296,107537200
2019-08-21,53.247501,53.412498,52.900002,53.160000,51.499504,86141600
2019-08-22,53.297501,53.610001,52.687500,53.115002,51.455898,89014800
2019-08-23,52.357498,53.012501,50.250000,50.660000,49.077583,187272000
2019-08-26,51.465000,51.797501,51.264999,51.622501,50.010025,104174400
2019-08-27,51.965000,52.137501,50.882500,51.040001,49.445717,103493200
2019-08-28,51.025002,51.430000,50.830002,51.382500,49.777519,63755200
2019-08-29,52.125000,52.330002,51.665001,52.252499,50.620338,83962000
2019-08-30,52.540001,52.612499,51.799999,52.185001,50.554951,84573600
2019-09-03,51.607498,51.744999,51.055000,51.424999,49.818684,80092000
2019-09-04,52.097500,52.369999,51.830002,52.297501,50.663940,76752400
2019-09-05,53.000000,53.492500,52.877499,53.320000,51.654495,95654800
2019-09-06,53.512501,53.605000,53.127499,53.314999,51.649651,77449200
2019-09-09,53.709999,54.110001,52.767502,53.542500,51.870045,109237600
2019-09-10,53.465000,54.195000,52.927502,54.174999,52.482788,127111600
2019-09-11,54.517502,55.927502,54.432499,55.897499,54.151493,177158400
2019-09-12,56.200001,56.605000,55.715000,55.772499,54.030392,128906800
